Planet Name,Number of Stars,Number of Planets,Discovery Method,Discovery Year,Discovery Facility,Orbital Period (days),Planet Radius (Earth Radius),Planet Mass,Distance From Earth,Release Date
Kepler-1691 b,1,1,Transit,2020,Kepler,3.8482,1.835,,1267.67,9/3/2020 0:00
Kepler-1692 b,1,1,Transit,2020,Kepler,5.95966,1.112,,591.019,9/3/2020 0:00
Kepler-1693 b,1,2,Transit,2020,Kepler,12.0999,1.289,,760.065,9/3/2020 0:00
Kepler-1693 c,1,2,Transit,2021,Kepler,5.36370993,0.977,,760.065,12/5/2021 0:00
Kepler-1694 b,1,1,Transit,2020,Kepler,3.89526,1.18,,513.329,9/3/2020 0:00
Kepler-1695 b,1,1,Transit,2020,Kepler,4.7329,1.119,,791.175,9/3/2020 0:00
Kepler-1696 b,1,1,Transit,2020,Kepler,65.9409,2.81,,1506.36,9/3/2020 0:00
Kepler-1697 b,1,1,Transit,2020,Kepler,33.4969,1.26,,247.771,9/3/2020 0:00
Kepler-1698 b,1,1,Transit,2020,Kepler,1.21069328,172.772,,222.345,12/5/2024 0:00
Kepler-1699 b,1,1,Transit,2020,Kepler,3.49082,1.567,,818.759,9/3/2020 0:00
Kepler-17 b,1,1,Transit,2011,Kepler,1.48571095,14.421,,720.753,12/5/2024 0:00
Kepler-170 b,1,2,Transit,2014,Kepler,7.93058775,2.935,,738.657,12/5/2024 0:00
Kepler-170 c,1,2,Transit,2014,Kepler,16.66591162,2.72,,738.657,12/5/2024 0:00
Kepler-1700 b,1,1,Transit,2020,Kepler,234.244257,2.884,,717.597,12/5/2024 0:00
Kepler-1701 b,1,1,Transit,2020,Kepler,169.133455,2.008,,584.142,12/5/2024 0:00
Kepler-1702 b,1,1,Transit,2020,Kepler,18.5012,1.602,,857.14,9/3/2020 0:00
Kepler-1704 b,1,1,Transit,2013,Kepler,988.8811177,11.441,,835.455,12/5/2024 0:00
Kepler-1705 b,1,2,Transit,2014,Kepler,9.03502,2.03,4.47,1633.49,1/10/2022 0:00
Kepler-1705 c,1,2,Transit,2021,Kepler,11.28,2.05,5.42,1633.49,1/10/2022 0:00
Kepler-1708 b,1,1,Transit,2021,Kepler,737.1131,9.96,1462.01067,1666.69,1/10/2022 0:00
Kepler-1709 b,1,1,Transit,2021,Kepler,65.70460002,2.821,,273.946,12/5/2024 0:00
Kepler-171 b,1,3,Transit,2014,Kepler,4.16696217,2.711,,863.855,12/5/2024 0:00
Kepler-171 c,1,3,Transit,2014,Kepler,11.4634736,2.923,,863.855,12/5/2024 0:00
Kepler-171 d,1,3,Transit,2014,Kepler,39.6027551,2.045,,863.855,12/5/2024 0:00
Kepler-1710 b,1,1,Transit,2021,Kepler,14.91094205,2.587,,305.193,12/5/2024 0:00
Kepler-1711 b,1,1,Transit,2021,Kepler,21.06080055,1.923,,590.268,12/5/2021 0:00
Kepler-1712 b,1,1,Transit,2021,Kepler,13.81499958,2.284,,156.264,12/5/2021 0:00
Kepler-1713 b,1,1,Transit,2021,Kepler,18.01167665,1.728,,295.293,12/5/2024 0:00
Kepler-1714 b,1,1,Transit,2021,Kepler,10.27531708,3.066,,409.46,12/5/2024 0:00
Kepler-1715 b,1,1,Transit,2021,Kepler,35.59713982,3.798,,522.605,12/5/2024 0:00
Kepler-1716 b,1,1,Transit,2021,Kepler,35.58355458,2.277,,195.439,12/5/2024 0:00
Kepler-1717 b,1,1,Transit,2021,Kepler,30.65279961,2.989,,1008.79,12/5/2021 0:00
Kepler-1718 b,1,1,Transit,2021,Kepler,135.1878234,2.375,,375.522,12/5/2024 0:00
Kepler-1719 b,1,1,Transit,2021,Kepler,6.14955299,3.522,,905.406,12/5/2024 0:00
Kepler-172 b,1,4,Transit,2014,Kepler,2.94030411,2.292,,828.592,12/5/2024 0:00
Kepler-172 c,1,4,Transit,2014,Kepler,6.38901755,2.442,,828.592,12/5/2024 0:00
Kepler-172 d,1,4,Transit,2014,Kepler,14.62698952,2.296,,828.592,12/5/2024 0:00
Kepler-172 e,1,4,Transit,2014,Kepler,35.1185226,2.501,,828.592,12/5/2024 0:00
Kepler-1720 b,1,1,Transit,2021,Kepler,12.70639992,3.216,,629.445,12/5/2021 0:00
Kepler-1721 b,1,1,Transit,2021,Kepler,4.59238005,3.119,,641.374,12/5/2021 0:00
Kepler-1722 b,1,1,Transit,2021,Kepler,9.17856979,2.867,,772.283,12/5/2021 0:00
Kepler-1723 b,1,1,Transit,2021,Kepler,39.75289917,2.88,,811.278,12/5/2021 0:00
Kepler-1724 b,1,1,Transit,2021,Kepler,6.45442009,2.837,,1060.77,12/5/2021 0:00
Kepler-1725 b,1,1,Transit,2021,Kepler,16.71987223,2.521,,558.652,12/5/2024 0:00
Kepler-1726 b,1,1,Transit,2021,Kepler,18.39628156,2.082,,390.552,12/5/2024 0:00
Kepler-1727 b,1,1,Transit,2021,Kepler,9.02929974,3.173,,894.187,12/5/2021 0:00
Kepler-1728 b,1,1,Transit,2021,Kepler,4.78299999,2.955,,651.783,12/5/2021 0:00
Kepler-1729 b,1,1,Transit,2021,Kepler,4.22097015,3.894,,576.181,12/5/2021 0:00
Kepler-173 b,1,2,Transit,2014,Kepler,4.26374847,1.489,,833.165,12/5/2024 0:00
Kepler-173 c,1,2,Transit,2014,Kepler,8.00578366,2.797,,833.165,12/5/2024 0:00
Kepler-1730 b,1,1,Transit,2021,Kepler,13.81019974,4.485,,1427.08,12/5/2021 0:00
Kepler-1731 b,1,1,Transit,2021,Kepler,21.76129394,2.416,,169.948,12/5/2024 0:00
Kepler-1732 b,1,1,Transit,2021,Kepler,32.31240082,4.099,,1289.41,12/5/2021 0:00
Kepler-1733 b,1,1,Transit,2021,Kepler,9.22957993,3.636,,2080.51,12/5/2021 0:00
Kepler-1734 b,1,1,Transit,2021,Kepler,6.7968502,3.089,,1482.83,12/5/2021 0:00
Kepler-1735 b,1,1,Transit,2021,Kepler,7.71792984,1.194,,245.303,12/5/2021 0:00
Kepler-1736 b,1,1,Transit,2021,Kepler,37.81029892,3.877,,1430,12/5/2021 0:00
Kepler-1737 b,1,1,Transit,2021,Kepler,64.61750031,5.395,,,12/5/2021 0:00
Kepler-1738 b,1,1,Transit,2021,Kepler,7.67463016,2.825,,1302.87,12/5/2021 0:00
Kepler-1739 b,1,1,Transit,2021,Kepler,7.34370995,2.431,,783.666,12/5/2021 0:00
Kepler-174 b,1,3,Transit,2014,Kepler,13.98177228,2.29,,384.757,12/5/2024 0:00
Kepler-174 c,1,3,Transit,2014,Kepler,44.0004287,1.783,,384.757,12/5/2024 0:00
Kepler-174 d,1,3,Transit,2014,Kepler,247.354265,2.565,,384.757,12/5/2024 0:00
Kepler-1740 b,1,1,Transit,2021,Kepler,8.17240047,3.323,,1061.77,12/5/2021 0:00
Kepler-1741 b,1,1,Transit,2021,Kepler,2.75759006,1.273,,270.739,12/5/2021 0:00
Kepler-1742 b,1,1,Transit,2021,Kepler,49.47819901,2.178,,669.573,12/5/2021 0:00
Kepler-1743 b,1,1,Transit,2021,Kepler,7.64972303,1.639,,538.807,12/5/2024 0:00
Kepler-1744 b,1,1,Transit,2021,Kepler,37.101107,3.899,,1091.63,12/5/2024 0:00
Kepler-1745 b,1,1,Transit,2021,Kepler,3.01619005,1.929,,996.105,12/5/2021 0:00
Kepler-1746 b,1,1,Transit,2021,Kepler,321.2125073,8.506,,979.541,12/5/2024 0:00
Kepler-1747 b,1,1,Transit,2021,Kepler,6.23031998,4.265,,1321.38,12/5/2021 0:00
Kepler-1748 b,1,1,Transit,2021,Kepler,5.82352018,2.713,,1083.28,12/5/2021 0:00
Kepler-1749 b,1,1,Transit,2021,Kepler,14.53409958,1.613,,268.2,12/5/2021 0:00
Kepler-175 b,1,2,Transit,2014,Kepler,11.90350858,3.187,,1312.34,12/5/2024 0:00
Kepler-175 c,1,2,Transit,2014,Kepler,34.0350559,3.77,,1312.34,12/5/2024 0:00
Kepler-1750 b,1,1,Transit,2021,Kepler,205.9120026,6.004,,1497.33,12/5/2021 0:00
Kepler-1751 b,1,1,Transit,2021,Kepler,7.01731014,1.824,,1291.47,12/5/2021 0:00
Kepler-1752 b,1,1,Transit,2021,Kepler,56.35850143,4.541,,962.888,12/5/2021 0:00
Kepler-1753 b,1,1,Transit,2021,Kepler,16.00460052,2.227,,707.688,12/5/2021 0:00
Kepler-1754 b,1,1,Transit,2021,Kepler,8.19594955,2.44,,718.945,12/5/2021 0:00
Kepler-1755 b,1,1,Transit,2021,Kepler,24.81209946,5.917,,982.383,12/5/2021 0:00
Kepler-1756 b,1,1,Transit,2021,Kepler,2.35575008,1.472,,,12/5/2021 0:00
Kepler-1757 b,1,1,Transit,2021,Kepler,19.65640068,2.947,,807.308,12/5/2021 0:00
Kepler-1758 b,1,1,Transit,2021,Kepler,9.97721004,2.571,,1588.41,12/5/2021 0:00
Kepler-1759 b,1,1,Transit,2021,Kepler,3.7202301,0.904,,385.348,12/5/2021 0:00
Kepler-176 b,1,4,Transit,2014,Kepler,5.43312169,1.268,,527.321,12/5/2024 0:00
Kepler-176 c,1,4,Transit,2014,Kepler,12.75934834,2.371,,527.321,12/5/2024 0:00
Kepler-176 d,1,4,Transit,2014,Kepler,25.75260028,2.602,,527.321,12/5/2024 0:00
Kepler-176 e,1,4,Transit,2016,Kepler,51.16579,1.377,,527.321,12/5/2024 0:00
Kepler-1760 b,1,1,Transit,2021,Kepler,38.3260994,2.29,,,12/5/2021 0:00
Kepler-1761 b,1,1,Transit,2021,Kepler,4.04354,1.391,,221.186,12/5/2021 0:00
Kepler-1762 b,1,1,Transit,2021,Kepler,29.53910065,2.76,,1663.74,12/5/2021 0:00
Kepler-1763 b,1,1,Transit,2021,Kepler,1.48028004,1.147,,756.486,12/5/2021 0:00
Kepler-1764 b,1,1,Transit,2021,Kepler,70.46829987,4.555,,1542.48,12/5/2021 0:00
Kepler-1765 b,1,1,Transit,2021,Kepler,10.41889954,2.495,,764.456,12/5/2021 0:00
Kepler-1766 b,1,1,Transit,2021,Kepler,105.0141157,2.048,,501.229,12/5/2024 0:00
Kepler-1767 b,1,1,Transit,2021,Kepler,59.65829849,3.013,,820.506,12/5/2021 0:00
Kepler-1768 b,1,1,Transit,2021,Kepler,15.13589954,2.233,,632.766,12/5/2021 0:00
Kepler-1769 b,1,1,Transit,2021,Kepler,89.1934705,3.184,,438.412,12/5/2024 0:00
Kepler-177 b,1,2,Transit,2013,Kepler,36.8568008,4.496,,1435.44,12/5/2024 0:00
Kepler-177 c,1,2,Transit,2013,Kepler,49.41117582,9.289,,1435.44,12/5/2024 0:00
Kepler-1770 b,1,1,Transit,2021,Kepler,16.84189987,2.841,,582.942,12/5/2021 0:00
Kepler-1771 b,1,1,Transit,2021,Kepler,88.64399719,4.055,,565.752,12/5/2021 0:00
Kepler-1772 b,1,1,Transit,2021,Kepler,3.21510634,2.244,,871.564,12/5/2024 0:00
Kepler-1773 b,1,1,Transit,2021,Kepler,40.80957622,2.854,,681.255,12/5/2024 0:00
Kepler-1774 b,1,1,Transit,2021,Kepler,59.7711437,2.955,,816.592,12/5/2024 0:00
Kepler-1775 b,1,1,Transit,2021,Kepler,85.6535849,2.553,,657.023,12/5/2024 0:00
Kepler-1776 b,1,1,Transit,2021,Kepler,35.01198785,2.355,,690.336,12/5/2024 0:00
Kepler-1777 b,1,1,Transit,2021,Kepler,12.18416331,2.037,,619.146,12/5/2024 0:00
Kepler-1778 b,1,1,Transit,2021,Kepler,10.08740044,3.017,,1276.29,12/5/2021 0:00
Kepler-1779 b,1,1,Transit,2021,Kepler,16.34359932,3.033,,908.501,12/5/2021 0:00
Kepler-178 b,1,3,Transit,2014,Kepler,9.57666498,2.4,,716.025,12/5/2024 0:00
Kepler-178 c,1,3,Transit,2014,Kepler,20.55280793,2.484,,716.025,12/5/2024 0:00
Kepler-178 d,1,3,Transit,2014,Kepler,96.6781926,2.9,,716.025,12/5/2024 0:00
Kepler-1780 b,1,1,Transit,2021,Kepler,109.4449997,3.606,,790.516,12/5/2021 0:00
Kepler-1781 b,1,1,Transit,2021,Kepler,4.88752985,2.381,,962.63,12/5/2021 0:00
Kepler-1782 b,1,1,Transit,2021,Kepler,5.75624255,2.365,,305.792,12/5/2024 0:00
Kepler-1783 b,1,1,Transit,2021,Kepler,8.27744313,1.024,,264.078,12/5/2024 0:00
Kepler-1784 b,1,1,Transit,2021,Kepler,13.59049988,2.799,,883.045,12/5/2021 0:00
Kepler-1785 b,1,1,Transit,2021,Kepler,19.58557219,4.092,,745.74,12/5/2024 0:00
Kepler-1786 b,1,1,Transit,2021,Kepler,78.5461638,3.108,,863.909,12/5/2024 0:00
Kepler-1787 b,1,1,Transit,2021,Kepler,39.31370163,2.319,,778.602,12/5/2021 0:00
Kepler-1788 b,1,1,Transit,2021,Kepler,2.80012011,2.379,,560.445,12/5/2021 0:00
Kepler-1789 b,1,1,Transit,2021,Kepler,80.23190308,2.831,,611.461,12/5/2021 0:00
Kepler-179 b,1,2,Transit,2014,Kepler,2.73590337,1.708,,605.68,12/5/2024 0:00
Kepler-179 c,1,2,Transit,2014,Kepler,6.40014739,2.438,,605.68,12/5/2024 0:00
Kepler-1790 b,1,1,Transit,2021,Kepler,31.5888952,2.676,,1070.17,12/5/2024 0:00
Kepler-1791 b,1,1,Transit,2021,Kepler,7.72086,3.121,,602.218,12/5/2021 0:00
Kepler-1792 b,1,1,Transit,2021,Kepler,4.1957798,2.52,,601.029,12/5/2021 0:00
Kepler-1793 b,1,1,Transit,2021,Kepler,8.77999973,3.79,,1189.88,12/5/2021 0:00
Kepler-1794 b,1,1,Transit,2021,Kepler,9.76298046,1.794,,561.229,12/5/2021 0:00
Kepler-1795 b,1,1,Transit,2021,Kepler,13.36019993,1.663,,,12/5/2021 0:00
Kepler-1796 b,1,1,Transit,2021,Kepler,29.4557991,2.75,,825.883,12/5/2021 0:00
Kepler-1797 b,1,1,Transit,2021,Kepler,23.3593998,3.058,,1338.49,12/5/2021 0:00
Kepler-1798 b,1,1,Transit,2021,Kepler,16.85589981,2.309,,395.196,12/5/2021 0:00
Kepler-1799 b,1,1,Transit,2021,Kepler,11.9296999,4.128,,2254.69,12/5/2021 0:00
Kepler-18 b,1,3,Transit,2011,Kepler,3.50468755,1.809,,433.047,12/5/2024 0:00
Kepler-18 c,1,3,Transit,2011,Kepler,7.64157153,4.267,,433.047,12/5/2024 0:00
Kepler-18 d,1,3,Transit,2011,Kepler,14.85891269,5.112,,433.047,12/5/2024 0:00
Kepler-180 b,1,2,Transit,2014,Kepler,13.81733587,,,695.65,9/25/2018 0:00
Kepler-180 c,1,2,Transit,2014,Kepler,41.88526689,,,695.65,4/18/2019 0:00
Kepler-1800 b,1,1,Transit,2021,Kepler,4.56204856,0.852,,350.455,12/5/2024 0:00
Kepler-1801 b,1,2,Transit,2021,Kepler,10.44089985,2.709,,839.332,12/5/2021 0:00
Kepler-1801 c,1,2,Transit,2023,Kepler,116.5849991,4.059,,839.332,5/16/2023 0:00
Kepler-1802 b,1,2,Transit,2021,Kepler,15.45020008,1.671,,636.694,12/5/2021 0:00
Kepler-1802 c,1,2,Transit,2021,Kepler,33.13610077,2.322,,636.694,12/5/2021 0:00
Kepler-1804 b,1,1,Transit,2021,Kepler,12.28849983,1.596,,434.456,12/5/2021 0:00
Kepler-1805 b,1,1,Transit,2021,Kepler,8.84794045,1.545,,221.639,12/5/2021 0:00
Kepler-1806 b,1,1,Transit,2021,Kepler,9.03332043,2.356,,978.066,12/5/2021 0:00
Kepler-1807 b,1,1,Transit,2021,Kepler,10.86060047,2.704,,1299.32,12/5/2021 0:00
Kepler-1808 b,1,1,Transit,2021,Kepler,23.3404007,3.025,,1022.01,12/5/2021 0:00
Kepler-1809 b,1,1,Transit,2021,Kepler,3.7572916,1.182,,409.602,12/5/2024 0:00
Kepler-181 b,1,2,Transit,2014,Kepler,3.13784883,1.371,,609.283,12/5/2024 0:00
Kepler-181 c,1,2,Transit,2014,Kepler,4.30214363,2.142,,609.283,12/5/2024 0:00
Kepler-1810 b,1,1,Transit,2021,Kepler,101.1330032,3.918,,1009.87,12/5/2021 0:00
Kepler-1811 b,1,1,Transit,2021,Kepler,76.42230225,3.848,,1390.56,12/5/2021 0:00
Kepler-1812 b,1,1,Transit,2021,Kepler,7.16521978,2.325,,1409.19,12/5/2021 0:00
Kepler-1813 b,1,1,Transit,2021,Kepler,2.81816006,1.413,,,12/5/2021 0:00
Kepler-1814 b,1,2,Transit,2021,Kepler,2.93535933,2.398,,726.346,12/5/2024 0:00
Kepler-1814 c,1,2,Transit,2023,Kepler,0.62628138,1.56,,726.346,12/5/2024 0:00
Kepler-1815 b,1,1,Transit,2021,Kepler,12.19139957,2.749,,1006.63,12/5/2021 0:00
Kepler-1816 b,1,1,Transit,2021,Kepler,91.5009237,1.748,,437.823,12/5/2024 0:00
Kepler-1817 b,1,1,Transit,2021,Kepler,44.29919815,2.273,,748.569,12/5/2021 0:00
Kepler-1818 b,1,1,Transit,2021,Kepler,4.64490986,1.714,,1034.59,12/5/2021 0:00
Kepler-1819 b,1,1,Transit,2021,Kepler,16.48690033,3.904,,1363.19,12/5/2021 0:00
Kepler-182 b,1,2,Transit,2014,Kepler,9.82578435,3.178,,1549.09,12/5/2024 0:00
Kepler-182 c,1,2,Transit,2014,Kepler,20.68422311,4.297,,1549.09,12/5/2024 0:00
Kepler-1820 b,1,1,Transit,2021,Kepler,31.03249931,3.119,,1425.39,12/5/2021 0:00
Kepler-1821 b,1,1,Transit,2021,Kepler,16.45809937,2.592,,799.699,12/5/2021 0:00
Kepler-1822 b,1,1,Transit,2021,Kepler,22.13339996,2.648,,897.597,12/5/2021 0:00
Kepler-1823 b,1,1,Transit,2021,Kepler,21.10325899,1.707,,724.971,12/5/2024 0:00
Kepler-1824 b,1,1,Transit,2021,Kepler,95.61100006,2.381,,1040.1,12/5/2021 0:00
Kepler-1825 b,1,1,Transit,2021,Kepler,1.02586997,1.422,,430.254,12/5/2021 0:00
Kepler-1826 b,1,1,Transit,2021,Kepler,1.61536002,1.475,,336.952,12/5/2021 0:00
Kepler-1827 b,1,1,Transit,2021,Kepler,3.70062174,1.7,,686.461,12/5/2024 0:00
Kepler-1828 b,1,1,Transit,2021,Kepler,10.2737999,2.116,,871.81,12/5/2021 0:00
Kepler-1829 b,1,1,Transit,2021,Kepler,5.18671989,2.479,,679.921,12/5/2021 0:00
Kepler-183 b,1,2,Transit,2014,Kepler,5.6879831,2.416,,1050.64,12/5/2024 0:00
Kepler-183 c,1,2,Transit,2014,Kepler,11.63701734,2.63,,1050.64,12/5/2024 0:00
Kepler-1830 b,1,1,Transit,2021,Kepler,56.4932269,3.292,,1056.88,12/5/2024 0:00
Kepler-1831 b,1,1,Transit,2021,Kepler,5.78387022,1.97,,1053.49,12/5/2021 0:00
Kepler-1832 b,1,1,Transit,2021,Kepler,3.13878989,1.227,,486.174,12/5/2021 0:00
Kepler-1833 b,1,1,Transit,2021,Kepler,6.89208596,1.383,,591.602,12/5/2024 0:00
Kepler-1834 b,1,2,Transit,2021,Kepler,4.602996,1.288,,500.395,12/5/2024 0:00
Kepler-1834 c,1,2,Transit,2023,Kepler,0.76668953,1.134,,500.395,12/5/2024 0:00
Kepler-1835 b,1,1,Transit,2021,Kepler,11.96409988,3.534,,1404.38,12/5/2021 0:00
Kepler-1836 b,1,1,Transit,2021,Kepler,5.25416994,2.553,,1472.62,12/5/2021 0:00
Kepler-1837 b,1,1,Transit,2021,Kepler,5.90608978,2.067,,1229.18,12/5/2021 0:00
Kepler-1838 b,1,1,Transit,2021,Kepler,12.14692791,1.547,,451.242,12/5/2024 0:00
Kepler-1839 b,1,1,Transit,2021,Kepler,5.05675983,1.949,,1136.6,12/5/2021 0:00
Kepler-184 b,1,3,Transit,2014,Kepler,10.68757479,2.309,,610.326,12/5/2024 0:00
Kepler-184 c,1,3,Transit,2014,Kepler,20.30302457,1.946,,610.326,12/5/2024 0:00
Kepler-184 d,1,3,Transit,2014,Kepler,29.02235261,2.416,,610.326,12/5/2024 0:00
Kepler-1840 b,1,1,Transit,2021,Kepler,131.187711,2.922,,513.107,12/5/2024 0:00
Kepler-1841 b,1,1,Transit,2021,Kepler,25.88599968,1.489,,631.7,12/5/2021 0:00
Kepler-1842 b,1,1,Transit,2021,Kepler,14.02639961,2.354,,923.551,12/5/2021 0:00
Kepler-1843 b,1,1,Transit,2021,Kepler,25.5434289,2.505,,784.625,12/5/2024 0:00
Kepler-1844 b,1,1,Transit,2021,Kepler,3.92451,3.036,,1804.36,12/5/2021 0:00
Kepler-1845 b,1,1,Transit,2021,Kepler,11.60649967,2.438,,710.724,12/5/2021 0:00
Kepler-1846 b,1,1,Transit,2021,Kepler,14.8200454,1.019,,374.615,12/5/2024 0:00
Kepler-1847 b,1,1,Transit,2021,Kepler,11.12969971,2.745,,1693.86,12/5/2021 0:00
Kepler-1848 b,1,1,Transit,2021,Kepler,5.60401852,1.132,,309.696,12/5/2024 0:00
Kepler-1849 b,1,1,Transit,2021,Kepler,57.29290009,2.387,,631.884,12/5/2021 0:00
Kepler-185 b,1,2,Transit,2014,Kepler,1.63291885,1.056,,466.735,12/5/2024 0:00
Kepler-185 c,1,2,Transit,2014,Kepler,20.72913358,1.708,,466.735,12/5/2024 0:00
Kepler-1850 b,1,1,Transit,2021,Kepler,1.3858,0.729,,250.199,12/5/2021 0:00
Kepler-1851 b,1,1,Transit,2021,Kepler,12.02289963,3.9,,1589.81,12/5/2021 0:00
Kepler-1852 b,1,1,Transit,2021,Kepler,7.97094011,1.886,,772.481,12/5/2021 0:00
Kepler-1853 b,1,1,Transit,2021,Kepler,48.88819885,1.519,,562.348,12/5/2021 0:00
Kepler-1854 b,1,1,Transit,2021,Kepler,39.8313153,1.98,,423.348,12/5/2024 0:00
Kepler-1855 b,1,1,Transit,2021,Kepler,0.72733098,1.216,,,12/5/2021 0:00
Kepler-1856 b,1,1,Transit,2021,Kepler,1.30200005,1.734,,848.76,12/5/2021 0:00
Kepler-1857 b,1,1,Transit,2021,Kepler,8.94343618,1.735,,853.275,12/5/2024 0:00
Kepler-1858 b,1,1,Transit,2021,Kepler,88.07160187,2.422,,833.055,12/5/2021 0:00
Kepler-1859 b,1,2,Transit,2021,Kepler,2.72959995,1.583,,1331.25,12/5/2021 0:00
Kepler-1859 c,1,2,Transit,2023,Kepler,3.59643006,1.717,,1331.25,5/16/2023 0:00
Kepler-186 b,1,5,Transit,2014,Kepler,3.88679469,,,177.594,4/18/2019 0:00
Kepler-186 c,1,5,Transit,2014,Kepler,7.26714715,,,177.594,4/18/2019 0:00
Kepler-186 d,1,5,Transit,2014,Kepler,13.34305036,,,177.594,4/18/2019 0:00
Kepler-186 e,1,5,Transit,2014,Kepler,22.40757134,,,177.594,4/18/2019 0:00
Kepler-1860 b,1,1,Transit,2021,Kepler,12.73726137,0.904,,438.703,12/5/2024 0:00
Kepler-1861 b,1,1,Transit,2021,Kepler,40.030989,2.15,,829.985,12/5/2024 0:00
Kepler-1862 b,1,1,Transit,2021,Kepler,16.05730057,2.203,,1232.19,12/5/2021 0:00
Kepler-1863 b,1,1,Transit,2021,Kepler,44.9977478,1.946,,865.546,12/5/2024 0:00
Kepler-1864 b,1,1,Transit,2021,Kepler,3.88151335,0.643,,298.894,12/5/2024 0:00
Kepler-1865 b,1,1,Transit,2021,Kepler,2.52400994,1.577,,922.255,12/5/2021 0:00
Kepler-1866 b,1,1,Transit,2021,Kepler,11.66009998,2.082,,976.737,12/5/2021 0:00
Kepler-1867 b,1,1,Transit,2021,Kepler,9.88735962,1.16,,680.583,12/5/2021 0:00
Kepler-1868 b,1,1,Transit,2021,Kepler,211.0338741,3.832,,274.18,12/5/2024 0:00
Kepler-1869 b,1,2,Transit,2021,Kepler,8.16735028,0.961,,113.025,12/5/2024 0:00
Kepler-1869 c,1,2,Transit,2023,Kepler,1.71683172,0.73,,113.025,12/5/2024 0:00
Kepler-187 b,1,2,Transit,2014,Kepler,4.93886507,1.804,,1143,12/5/2024 0:00
Kepler-187 c,1,2,Transit,2014,Kepler,10.64022272,3.695,,1143,12/5/2024 0:00
Kepler-1870 b,1,1,Transit,2021,Kepler,3.60694153,1.746,,407.216,12/5/2024 0:00
Kepler-1871 b,1,1,Transit,2021,Kepler,1.95270002,2.422,,854.623,12/5/2021 0:00
Kepler-1872 b,1,1,Transit,2021,Kepler,3.82591009,2.384,,840.182,12/5/2021 0:00
Kepler-1873 b,1,1,Transit,2021,Kepler,0.558842,1.626,,820.957,12/5/2021 0:00
Kepler-1874 b,1,1,Transit,2021,Kepler,56.57320023,2.211,,408.007,12/5/2021 0:00
Kepler-1875 b,1,1,Transit,2021,Kepler,34.45859909,3.227,,1660.45,12/5/2021 0:00
Kepler-1876 b,1,1,Transit,2021,Kepler,6.99205491,0.857,,259.935,12/5/2024 0:00
Kepler-1877 b,1,1,Transit,2021,Kepler,2.37752807,0.568,,285.312,12/5/2024 0:00
Kepler-1878 b,1,1,Transit,2021,Kepler,4.44587994,2.92,,1494.3,12/5/2021 0:00
Kepler-1879 b,1,1,Transit,2021,Kepler,10.61345435,1.79,,627.171,12/5/2024 0:00
Kepler-188 b,1,2,Transit,2014,Kepler,2.06190736,1.561,,968.544,12/5/2024 0:00
Kepler-188 c,1,2,Transit,2014,Kepler,5.996535,2.892,,968.544,12/5/2024 0:00
Kepler-1880 b,1,1,Transit,2021,Kepler,6.30921984,2.117,,611.041,12/5/2021 0:00
Kepler-1881 b,1,1,Transit,2021,Kepler,159.388051,2.595,,1057.21,12/5/2024 0:00
Kepler-1882 b,1,1,Transit,2021,Kepler,13.7872576,1.169,,443.371,12/5/2024 0:00
Kepler-1883 b,1,1,Transit,2021,Kepler,103.427002,3.251,,1377.61,12/5/2021 0:00
Kepler-1884 b,1,1,Transit,2021,Kepler,8.98832035,1.814,,1443.09,12/5/2021 0:00
Kepler-1885 b,1,1,Transit,2021,Kepler,2.52255988,1.511,,818.482,12/5/2021 0:00
Kepler-1886 b,1,1,Transit,2021,Kepler,24.2758007,2.582,,1059.51,12/5/2021 0:00
Kepler-1887 b,1,1,Transit,2021,Kepler,19.94750023,2.925,,1366.18,12/5/2021 0:00
Kepler-1888 b,1,1,Transit,2021,Kepler,11.39169979,1.326,,402.947,12/5/2021 0:00
Kepler-1889 b,1,1,Transit,2021,Kepler,37.30369949,2.944,,1395.13,12/5/2021 0:00
Kepler-189 b,1,2,Transit,2014,Kepler,10.39990194,1.327,,591.534,12/5/2024 0:00
Kepler-189 c,1,2,Transit,2014,Kepler,20.13488968,2.798,,591.534,12/5/2024 0:00
Kepler-1890 b,1,1,Transit,2021,Kepler,4.82052932,0.726,,529.596,12/5/2024 0:00
Kepler-1891 b,1,1,Transit,2021,Kepler,4.02229023,1.521,,596.24,12/5/2021 0:00
Kepler-1892 b,1,1,Transit,2021,Kepler,6.33123016,1.837,,851.595,12/5/2021 0:00
Kepler-1893 b,1,1,Transit,2021,Kepler,4.17936993,1.706,,1050.72,12/5/2021 0:00
Kepler-1894 b,1,2,Transit,2021,Kepler,2.76266003,1.201,,935.191,12/5/2021 0:00
Kepler-1894 c,1,2,Transit,2023,Kepler,5.05375004,1.589,,935.191,5/16/2023 0:00
Kepler-1895 b,1,1,Transit,2021,Kepler,6.07029009,2.119,,984.187,12/5/2021 0:00
Kepler-1896 b,1,1,Transit,2021,Kepler,44.87020111,3.099,,1732.91,12/5/2021 0:00
Kepler-1897 b,1,1,Transit,2021,Kepler,24.22030067,2.814,,983.174,12/5/2021 0:00
Kepler-1898 b,1,1,Transit,2021,Kepler,4.76559135,0.708,,360.921,12/5/2024 0:00
Kepler-1899 b,1,1,Transit,2021,Kepler,4.0957799,1.551,,711.509,12/5/2021 0:00
