Planet Name,Number of Stars,Number of Planets,Discovery Method,Discovery Year,Discovery Facility,Orbital Period (days),Planet Radius (Earth Radius),Planet Mass,Distance From Earth,Release Date
HD 33142 d,1,3,Radial Velocity,2022,Multiple Observatories,89.9,,63.56568,121.375,6/27/2022 0:00
HD 332231 b,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),18.712253,10.398,,80.6665,11/20/2024 0:00
HD 33283 b,2,1,Radial Velocity,2006,W. M. Keck Observatory,18.1991,,104.56607,89.8623,9/27/2018 0:00
HD 33564 b,1,1,Radial Velocity,2005,Haute-Provence Observatory,388,,2892.1,20.9531,12/3/2014 0:00
HD 33844 b,1,2,Radial Velocity,2015,Anglo-Australian Telescope,,,548.4,105.779,9/13/2024 0:00
HD 33844 c,1,2,Radial Velocity,2015,Anglo-Australian Telescope,,,489.7,105.779,9/13/2024 0:00
HD 34445 b,1,6,Radial Velocity,2009,W. M. Keck Observatory,1059,,209.13109,46.0907,9/20/2021 0:00
HD 34445 c,1,6,Radial Velocity,2017,Multiple Observatories,214.67,,53.5,46.0907,10/26/2017 0:00
HD 34445 d,1,6,Radial Velocity,2017,Multiple Observatories,117.87,,30.7,46.0907,10/26/2017 0:00
HD 34445 e,1,6,Radial Velocity,2017,Multiple Observatories,49.175,,16.8,46.0907,10/26/2017 0:00
HD 34445 f,1,6,Radial Velocity,2017,Multiple Observatories,676.8,,37.9,46.0907,10/26/2017 0:00
HD 34445 g,1,6,Radial Velocity,2017,Multiple Observatories,5700,,120.6,46.0907,10/26/2017 0:00
HD 35759 b,1,1,Radial Velocity,2016,Haute-Provence Observatory,82.467,,1195.0408,71.2423,2/25/2016 0:00
HD 360 b,1,1,Radial Velocity,2021,Okayama Astrophysical Observatory,273.1,,238.37131,111.542,1/10/2022 0:00
HD 36384 b,1,1,Radial Velocity,2023,Bohyunsan Optical Astronomical Observatory,490,,2097.66749,209.309,8/22/2023 0:00
HD 3651 b,1,1,Radial Velocity,2003,Multiple Observatories,62.242,,69.98582,11.1336,9/20/2021 0:00
HD 37124 b,1,3,Radial Velocity,2002,W. M. Keck Observatory,154.26,,206.58846,31.6634,9/20/2021 0:00
HD 37124 c,1,3,Radial Velocity,2002,W. M. Keck Observatory,887.7,,205.63498,31.6634,9/20/2021 0:00
HD 37124 d,1,3,Radial Velocity,2005,W. M. Keck Observatory,1768,,209.44892,31.6634,9/20/2021 0:00
HD 37605 b,1,2,Radial Velocity,2004,McDonald Observatory,55.01292,,854.9627,46.7864,9/27/2018 0:00
HD 37605 c,1,2,Radial Velocity,2012,Multiple Observatories,2455,,1071.0871,46.7864,11/29/2018 0:00
HD 3765 b,1,1,Radial Velocity,2021,Multiple Observatories,1211,,54.98431,17.926,9/20/2021 0:00
HD 38283 b,1,1,Radial Velocity,2010,Anglo-Australian Telescope,363.20001,,127.132,38.0615,9/6/2018 0:00
HD 38529 b,2,2,Radial Velocity,2000,Multiple Observatories,14.3099,,206.58846,42.3538,6/14/2023 0:00
HD 38529 c,2,2,Radial Velocity,2000,Multiple Observatories,2135,,5720.91133,42.3538,1/9/2025 0:00
HD 38801 b,1,1,Radial Velocity,2009,Subaru Telescope,685.25,,3082.31534,91.4349,6/27/2019 0:00
HD 39091 b,1,3,Radial Velocity,2001,Anglo-Australian Telescope,2088.75851,,3917.23512,18.2702,6/12/2023 0:00
HD 39194 b,1,3,Radial Velocity,2021,La Silla Observatory,5.6368,,4,26.4131,11/2/2021 0:00
HD 39194 c,1,3,Radial Velocity,2021,La Silla Observatory,14.03,,6.3,26.4131,11/2/2021 0:00
HD 39194 d,1,3,Radial Velocity,2021,La Silla Observatory,33.91,,4,26.4131,11/2/2021 0:00
HD 39855 b,1,1,Radial Velocity,2019,Las Campanas Observatory,3.2498,,8.5,23.2599,5/23/2019 0:00
HD 40307 b,1,5,Radial Velocity,2009,La Silla Observatory,4.3115,,3.81,12.9363,11/19/2015 0:00
HD 40307 c,1,5,Radial Velocity,2009,La Silla Observatory,9.6207,,6.43,12.9363,11/19/2015 0:00
HD 40307 d,1,5,Radial Velocity,2009,La Silla Observatory,20.4185,,8.74,12.9363,11/19/2015 0:00
HD 40307 f,1,5,Radial Velocity,2013,La Silla Observatory,51.56,,3.63,12.9363,11/19/2015 0:00
HD 40956 b,1,1,Radial Velocity,2017,Multiple Observatories,578.6,,858.141,116.593,11/30/2017 0:00
HD 40979 b,3,1,Radial Velocity,2002,Multiple Observatories,265.36,,1207.74795,34.0883,9/20/2021 0:00
HD 41004 A b,2,2,Radial Velocity,2004,La Silla Observatory,963,,807.25,36.69117,12/3/2014 0:00
HD 41004 B b,2,2,Radial Velocity,2003,La Silla Observatory,1.328199,,5924.1,41.5504,12/3/2014 0:00
HD 4113 b,3,1,Radial Velocity,2007,La Silla Observatory,526.5239,,541.26178,41.8727,6/14/2023 0:00
HD 42012 b,1,1,Radial Velocity,2017,Haute-Provence Observatory,857.5,,508.528,36.7984,3/2/2017 0:00
HD 4203 b,1,2,Radial Velocity,2001,W. M. Keck Observatory,437.18,,579.08336,81.3795,9/20/2021 0:00
HD 4203 c,1,2,Radial Velocity,2014,W. M. Keck Observatory,7400,,851.78013,81.3795,9/20/2021 0:00
HD 4208 b,1,1,Radial Velocity,2001,W. M. Keck Observatory,829.5,,245.0457,34.1937,9/20/2021 0:00
HD 42618 b,1,1,Radial Velocity,2016,Multiple Observatories,148.49,,15.1922,24.3358,9/20/2021 0:00
